rowname,draw,ddraw,itt_noctrl,itt_noctrl_p,itt_noctrl_N,itt_ctrl,itt_ctrl_p,itt_ctrl_N,itt_wctrl,itt_wctrl_p,itt_wctrl_N
health_private_surv36,0,      0.0000,   -379.0737,      0.5453,     38.0000,   -126.6436,      0.8825,     34.0000,      8.8918,      0.9911,     34.0000
health_private_surv37,0,      0.0000,   -390.3761,      0.5146,     38.0000,   -110.3259,      0.8948,     34.0000,      2.4943,      0.9975,     34.0000
health_private_surv38,0,      0.0000,   -284.6126,      0.6396,     38.0000,     25.8323,      0.9755,     34.0000,     89.5227,      0.9111,     34.0000
health_private_surv39,0,      0.0000,   -166.9013,      0.7806,     38.0000,    -20.4540,      0.9786,     34.0000,      6.0360,      0.9936,     34.0000
health_private_surv40,0,      0.0000,   -344.5987,      0.5745,     38.0000,   -271.3771,      0.7295,     34.0000,   -292.5797,      0.7051,     34.0000
health_private_surv41,0,      0.0000,   -419.6845,      0.5064,     38.0000,   -344.8619,      0.6673,     34.0000,   -385.8767,      0.6290,     34.0000
health_private_surv42,0,      0.0000,   -437.9700,      0.5023,     38.0000,   -371.2496,      0.6507,     34.0000,   -380.7219,      0.6456,     34.0000
health_private_surv43,0,      0.0000,   -306.8633,      0.6387,     38.0000,   -186.8683,      0.8161,     34.0000,   -175.8447,      0.8265,     34.0000
health_private_surv44,0,      0.0000,   -189.4605,      0.7743,     38.0000,    -92.6849,      0.9074,     34.0000,    -80.1965,      0.9189,     34.0000
health_private_surv45,0,      0.0000,   -380.5734,      0.5652,     38.0000,   -410.1521,      0.6130,     34.0000,   -368.4332,      0.6460,     34.0000
health_private_surv46,0,      0.0000,   -491.8454,      0.4749,     38.0000,   -512.9704,      0.5496,     34.0000,   -477.7623,      0.5682,     34.0000
health_private_surv47,0,      0.0000,   -394.0029,      0.6064,     38.0000,   -283.1231,      0.7724,     34.0000,   -304.9089,      0.7548,     34.0000
health_private_surv48,0,      0.0000,   -390.3955,      0.6443,     38.0000,   -224.9232,      0.8364,     34.0000,   -225.4374,      0.8396,     34.0000
health_private_surv49,0,      0.0000,   -404.9825,      0.6487,     38.0000,   -338.9662,      0.7482,     34.0000,   -345.8216,      0.7520,     34.0000
health_private_surv50,0,      0.0000,   -460.8688,      0.6134,     38.0000,   -309.9192,      0.7691,     34.0000,   -454.1147,      0.6819,     34.0000
health_private_surv51,0,      0.0000,   -354.3370,      0.6986,     38.0000,     47.9657,      0.9647,     34.0000,   -131.9579,      0.9064,     34.0000
health_private_surv52,0,      0.0000,    -54.6387,      0.9544,     38.0000,    537.3302,      0.6318,     34.0000,    430.1978,      0.7072,     34.0000
health_private_surv53,0,      0.0000,   -198.0834,      0.8402,     38.0000,    439.2937,      0.6974,     34.0000,    372.4450,      0.7441,     34.0000
health_private_surv54,0,      0.0000,   -531.1778,      0.5973,     38.0000,     59.3395,      0.9593,     34.0000,     36.9467,      0.9747,     34.0000
health_private_surv55,0,      0.0000,   -604.3962,      0.5616,     38.0000,      9.5356,      0.9938,     34.0000,     28.5338,      0.9817,     34.0000
health_private_surv56,0,      0.0000,   -517.6424,      0.6414,     38.0000,     74.3115,      0.9545,     34.0000,     79.9263,      0.9524,     34.0000
health_private_surv57,0,      0.0000,   -407.5353,      0.7280,     38.0000,    237.0249,      0.8616,     34.0000,    172.7947,      0.8999,     34.0000
health_private_surv58,0,      0.0000,   -432.6597,      0.7233,     38.0000,    390.1130,      0.7835,     34.0000,    257.6486,      0.8558,     34.0000
health_private_surv59,0,      0.0000,   -761.3929,      0.5319,     38.0000,   -112.6323,      0.9381,     34.0000,    -17.7523,      0.9902,     34.0000
health_private_surv60,0,      0.0000,  -1048.9552,      0.4109,     38.0000,   -930.0575,      0.5457,     34.0000,   -531.4580,      0.7283,     34.0000
health_private_surv61,0,      0.0000,   -593.7859,      0.6381,     38.0000,   -361.8710,      0.8085,     34.0000,   -112.6241,      0.9408,     34.0000
health_private_surv62,0,      0.0000,    -74.1004,      0.9531,     38.0000,    721.5674,      0.6328,     34.0000,    724.0295,      0.6431,     34.0000
health_private_surv63,0,      0.0000,     60.8197,      0.9616,     38.0000,    923.2621,      0.5413,     34.0000,    850.7579,      0.5912,     34.0000
health_private_surv64,0,      0.0000,    204.3196,      0.8788,     38.0000,    828.1459,      0.6047,     34.0000,    633.8910,      0.7045,     34.0000
health_private_surv65,0,      0.0000,    342.4070,      0.7968,     38.0000,    791.1691,      0.6216,     34.0000,    419.0066,      0.7927,     34.0000
health_private_surv66,0,      0.0000,    162.8709,      0.8910,     38.0000,    635.8061,      0.6616,     34.0000,    267.1099,      0.8530,     34.0000
health_private_surv67,0,      0.0000,     24.6313,      0.9833,     38.0000,    584.5882,      0.6803,     34.0000,    215.5409,      0.8823,     34.0000
health_private_surv68,0,      0.0000,    322.3526,      0.7941,     38.0000,    821.5881,      0.5889,     34.0000,    305.6964,      0.8451,     34.0000
health_private_surv69,0,      0.0000,    732.1582,      0.5311,     38.0000,   1058.6739,      0.4524,     34.0000,    669.7782,      0.6347,     34.0000
health_private_surv70,0,      0.0000,    759.6093,      0.4942,     38.0000,    709.9819,      0.5790,     34.0000,    565.6183,      0.6549,     34.0000
health_private_surv71,0,      0.0000,    127.3668,      0.9163,     38.0000,   -206.6312,      0.8857,     34.0000,   -500.8552,      0.7306,     34.0000
health_private_surv72,0,      0.0000,   -199.6586,      0.8843,     38.0000,   -558.4610,      0.7444,     34.0000,  -1150.0560,      0.5092,     34.0000
health_private_surv73,0,      0.0000,    110.5142,      0.9371,     38.0000,   -138.7767,      0.9376,     34.0000,   -737.3501,      0.6770,     34.0000
health_private_surv74,0,      0.0000,    457.0673,      0.7576,     38.0000,    428.0944,      0.8244,     34.0000,   -228.2757,      0.9049,     34.0000
health_private_surv75,0,      0.0000,    371.1089,      0.8099,     38.0000,    261.8022,      0.8943,     34.0000,   -378.1097,      0.8402,     34.0000
health_private_surv76,0,      0.0000,    228.6762,      0.8913,     38.0000,     17.2076,      0.9934,     34.0000,   -427.1804,      0.8249,     34.0000
health_private_surv77,0,      0.0000,     78.2797,      0.9653,     38.0000,    101.5686,      0.9648,     34.0000,   -536.4606,      0.8033,     34.0000
health_private_surv78,0,      0.0000,    200.7300,      0.9167,     38.0000,    339.8775,      0.8918,     34.0000,   -493.3108,      0.8379,     34.0000
health_private_surv79,0,      0.0000,   1026.7543,      0.5975,     38.0000,   1179.6250,      0.6274,     34.0000,    393.7475,      0.8692,     34.0000
health_private_surv8,0,      0.0000,    -18.3335,      0.8291,     52.0000,    -87.4839,      0.0986,     46.0000,    -87.4839,      0.0986,     46.0000
health_private_surv9,0,      0.0000,   -646.2379,      0.2331,     52.0000,   -794.3402,      0.2626,     46.0000,   -794.3402,      0.2626,     46.0000
health_private_surv10,0,      1.0000,   -129.9150,      0.0994,     56.0000,    -55.7257,      0.4473,     52.0000,    -55.7257,      0.4473,     52.0000
health_private_surv11,0,      1.0000,   1123.9568,      0.1387,     56.0000,   2118.2519,      0.0021,     52.0000,   2118.2519,      0.0021,     52.0000
health_private_surv12,0,      1.0000,    177.6976,      0.2246,     56.0000,    118.2074,      0.4094,     52.0000,    118.2074,      0.4094,     52.0000
health_private_surv13,0,      1.0000,     86.1632,      0.3313,     56.0000,     82.2489,      0.3921,     52.0000,     82.2489,      0.3921,     52.0000
health_private_surv14,0,      1.0000,    -20.6668,      0.7994,     56.0000,    -13.2925,      0.8689,     52.0000,    -13.2925,      0.8689,     52.0000
health_private_surv15,0,      1.0000,    162.2957,      0.4106,     56.0000,    162.1354,      0.4683,     52.0000,    162.1354,      0.4683,     52.0000
health_private_surv16,0,      1.0000,    856.9982,      0.0045,     56.0000,    852.7756,      0.0171,     52.0000,    852.7756,      0.0171,     52.0000
health_private_surv17,0,      1.0000,    333.7788,      0.2800,     56.0000,    216.5426,      0.5530,     52.0000,    216.5426,      0.5530,     52.0000
health_private_surv18,0,      1.0000,    138.8407,      0.6586,     56.0000,     46.1693,      0.9056,     52.0000,     46.1693,      0.9056,     52.0000
health_private_surv19,0,      1.0000,    800.0072,      0.0026,     56.0000,    717.4698,      0.0164,     52.0000,    717.4698,      0.0164,     52.0000
health_private_surv20,0,      1.0000,    682.4497,      0.0564,     56.0000,    527.3566,      0.1873,     52.0000,    527.3566,      0.1873,     52.0000
health_private_surv21,0,      1.0000,    318.7549,      0.5128,     56.0000,    811.4374,      0.1208,     52.0000,    811.4374,      0.1208,     52.0000
health_private_surv22,0,      1.0000,    593.8273,      0.3553,     56.0000,    721.2432,      0.2279,     52.0000,    721.2432,      0.2279,     52.0000
health_private_surv23,0,      1.0000,    273.3103,      0.6540,     56.0000,     78.0938,      0.8885,     52.0000,     78.0938,      0.8885,     52.0000
health_private_surv24,0,      1.0000,    669.3704,      0.1678,     56.0000,    297.9586,      0.6195,     52.0000,    297.9586,      0.6195,     52.0000
health_private_surv25,0,      1.0000,    817.8289,      0.2152,     56.0000,   1099.1131,      0.1466,     52.0000,   1099.1131,      0.1466,     52.0000
health_private_surv26,0,      1.0000,    211.3163,      0.5986,     56.0000,     78.9148,      0.8732,     52.0000,     78.9148,      0.8732,     52.0000
health_private_surv27,0,      1.0000,   1601.5000,      0.0016,     56.0000,   1371.1871,      0.0200,     52.0000,   1371.1871,      0.0200,     52.0000
health_private_surv28,0,      1.0000,    -66.8036,      0.8438,     56.0000,     48.3638,      0.9044,     52.0000,     48.3638,      0.9044,     52.0000
health_private_surv29,0,      1.0000,   -379.0105,      0.4651,     56.0000,   -434.7768,      0.3819,     52.0000,   -434.7768,      0.3819,     52.0000
health_private_surv30,0,      1.0000,    563.5392,      0.6740,     29.0000,   4495.1690,      0.0347,     26.0000,   4708.7884,      0.0256,     26.0000
health_private_surv31,0,      1.0000,     65.0446,      0.9406,     36.0000,    755.6856,      0.4984,     33.0000,    628.6485,      0.5513,     33.0000
health_private_surv32,0,      1.0000,   -573.7386,      0.4272,     40.0000,    -49.5854,      0.9490,     37.0000,   -414.4803,      0.6027,     37.0000
health_private_surv33,0,      1.0000,   -382.2494,      0.6273,     40.0000,    116.3220,      0.8922,     37.0000,   -222.3351,      0.7986,     37.0000
health_private_surv34,0,      1.0000,   -227.1629,      0.7937,     40.0000,    313.2798,      0.7448,     37.0000,      5.0397,      0.9958,     37.0000
health_private_surv35,0,      1.0000,   -297.5751,      0.7233,     40.0000,    103.8398,      0.9098,     37.0000,   -182.2839,      0.8421,     37.0000
health_private_surv36,0,      1.0000,   -341.4834,      0.6801,     40.0000,   -148.6690,      0.8675,     37.0000,   -431.9759,      0.6280,     37.0000
health_private_surv37,0,      1.0000,   -242.0258,      0.7612,     40.0000,    -37.7054,      0.9651,     37.0000,   -357.0432,      0.6818,     37.0000
health_private_surv38,0,      1.0000,   -254.7699,      0.7303,     40.0000,    -64.9666,      0.9365,     37.0000,   -394.0383,      0.6334,     37.0000
health_private_surv39,0,      1.0000,    368.3661,      0.6034,     40.0000,   -787.1825,      0.1972,     37.0000,   -973.9372,      0.1142,     37.0000
health_private_surv40,0,      1.0000,    349.5611,      0.6455,     40.0000,  -1039.9295,      0.1102,     37.0000,  -1221.1230,      0.0704,     37.0000
health_private_surv41,0,      1.0000,    -32.5092,      0.9624,     40.0000,  -1136.4126,      0.0630,     37.0000,  -1356.8525,      0.0329,     37.0000
health_private_surv42,0,      1.0000,   -186.7548,      0.7735,     40.0000,   -921.4177,      0.1080,     37.0000,  -1139.7747,      0.0481,     37.0000
health_private_surv43,0,      1.0000,    -63.7402,      0.9283,     40.0000,   -891.9468,      0.1616,     37.0000,  -1108.1299,      0.0772,     37.0000
health_private_surv44,0,      1.0000,    -77.5589,      0.9202,     40.0000,   -985.0928,      0.1774,     37.0000,  -1223.9310,      0.0865,     37.0000
health_private_surv45,0,      1.0000,    -25.5141,      0.9733,     40.0000,   -750.9321,      0.3139,     37.0000,  -1071.0609,      0.1459,     37.0000
health_private_surv46,0,      1.0000,    168.9738,      0.8265,     40.0000,   -310.4490,      0.6788,     37.0000,   -663.2525,      0.3645,     37.0000
health_private_surv47,0,      1.0000,    -52.3316,      0.9460,     40.0000,   -581.9917,      0.4453,     37.0000,   -915.3937,      0.2103,     37.0000
health_private_surv48,0,      1.0000,   -369.6070,      0.6381,     40.0000,  -1019.5971,      0.2113,     37.0000,  -1338.4505,      0.0856,     37.0000
health_private_surv49,0,      1.0000,   -700.8707,      0.3975,     40.0000,  -1339.4594,      0.1308,     37.0000,  -1638.8115,      0.0533,     37.0000
health_private_surv50,0,      1.0000,  -1027.8165,      0.2509,     40.0000,  -1658.2853,      0.0965,     37.0000,  -2044.9465,      0.0342,     37.0000
health_private_surv51,0,      1.0000,   -520.2012,      0.5639,     40.0000,  -1486.9259,      0.1242,     37.0000,  -1927.9948,      0.0421,     37.0000
health_private_surv52,0,      1.0000,    -23.3192,      0.9796,     40.0000,  -1219.7043,      0.1832,     37.0000,  -1604.3645,      0.0740,     37.0000
health_private_surv53,0,      1.0000,   -443.8923,      0.6370,     40.0000,  -1717.1477,      0.0887,     37.0000,  -2068.3828,      0.0347,     37.0000
health_private_surv54,0,      1.0000,   -739.3745,      0.4722,     40.0000,  -2225.1965,      0.0477,     37.0000,  -2557.7245,      0.0185,     37.0000
health_private_surv55,0,      1.0000,   -438.0638,      0.7051,     40.0000,  -2286.6518,      0.0629,     37.0000,  -2550.2797,      0.0317,     37.0000
health_private_surv56,0,      1.0000,    -92.5145,      0.9409,     40.0000,  -2199.3385,      0.0915,     37.0000,  -2353.5830,      0.0620,     37.0000
health_private_surv57,0,      1.0000,     10.0940,      0.9934,     40.0000,  -1874.9454,      0.1332,     37.0000,  -2012.8746,      0.0915,     37.0000
health_private_surv58,0,      1.0000,    138.6153,      0.9112,     40.0000,  -1510.4877,      0.2309,     37.0000,  -1621.9736,      0.1724,     37.0000
health_private_surv59,0,      1.0000,    520.8889,      0.6973,     40.0000,  -1561.0553,      0.1991,     37.0000,  -1602.7063,      0.1555,     37.0000
health_private_surv60,0,      1.0000,    365.3037,      0.8017,     40.0000,  -2638.9931,      0.0318,     37.0000,  -2721.7359,      0.0182,     37.0000
health_private_surv61,0,      1.0000,    919.0354,      0.4683,     40.0000,  -1088.7456,      0.3212,     37.0000,  -1113.7608,      0.2664,     37.0000
health_private_surv62,0,      1.0000,   1605.4121,      0.1536,     40.0000,   1014.3036,      0.3471,     37.0000,    895.8582,      0.3706,     37.0000
health_private_surv63,0,      1.0000,   1083.7873,      0.3760,     40.0000,    500.2608,      0.6814,     37.0000,    259.0877,      0.8245,     37.0000
health_private_surv64,0,      1.0000,   1126.8654,      0.4428,     40.0000,    737.2549,      0.5948,     37.0000,    635.3298,      0.6252,     37.0000
health_private_surv65,0,      1.0000,   1756.7267,      0.1570,     40.0000,   1562.5522,      0.2127,     37.0000,   1326.7632,      0.2598,     37.0000
health_private_surv66,0,      1.0000,   1795.1039,      0.1425,     40.0000,   1559.1021,      0.2724,     37.0000,   1083.8050,      0.4303,     37.0000
health_private_surv67,0,      1.0000,   1265.6720,      0.2908,     40.0000,    730.0955,      0.6016,     37.0000,    173.3386,      0.8988,     37.0000
health_private_surv68,0,      1.0000,    959.9277,      0.4246,     40.0000,    213.4816,      0.8789,     37.0000,   -296.7574,      0.8269,     37.0000
health_private_surv69,0,      1.0000,   1263.2579,      0.2396,     40.0000,   1129.6743,      0.3646,     37.0000,    772.9274,      0.5156,     37.0000
health_private_surv70,0,      1.0000,   1409.9001,      0.1693,     40.0000,   1637.2536,      0.1613,     37.0000,   1255.9011,      0.2566,     37.0000
health_private_surv71,0,      1.0000,   1322.7193,      0.2065,     40.0000,   1093.3998,      0.3525,     37.0000,    742.4545,      0.5138,     37.0000
health_private_surv72,0,      1.0000,   1536.2459,      0.1454,     40.0000,   1077.4304,      0.3527,     37.0000,    886.2758,      0.4346,     37.0000
health_private_surv73,0,      1.0000,   2018.4580,      0.0516,     40.0000,   1890.0471,      0.1004,     37.0000,   1678.6658,      0.1304,     37.0000
health_private_surv74,0,      1.0000,   2527.1965,      0.0192,     40.0000,   2881.8148,      0.0204,     37.0000,   2549.7165,      0.0317,     37.0000
health_private_surv75,0,      1.0000,   3110.0597,      0.0155,     40.0000,   2994.6239,      0.0537,     37.0000,   2558.7409,      0.0861,     37.0000
health_private_surv76,0,      1.0000,   3667.2094,      0.0139,     40.0000,   3153.1318,      0.0704,     37.0000,   2721.7786,      0.1066,     37.0000
health_private_surv77,0,      1.0000,   2506.5198,      0.1032,     40.0000,   2087.9490,      0.2366,     37.0000,   1565.8427,      0.3582,     37.0000
health_private_surv78,0,      1.0000,   1264.6544,      0.4586,     40.0000,    757.4840,      0.6938,     37.0000,     58.6356,      0.9749,     37.0000
health_private_surv79,0,      1.0000,    260.3034,      0.8840,     40.0000,    342.5928,      0.8645,     37.0000,   -372.3722,      0.8465,     37.0000
health_private_surv8,0,      1.0000,    -56.0217,      0.3712,     56.0000,    -77.5920,      0.1618,     52.0000,    -77.5920,      0.1618,     52.0000
health_private_surv9,0,      1.0000,  -1048.2536,      0.1676,     56.0000,  -1562.5997,      0.0971,     52.0000,  -1562.5997,      0.0971,     52.0000
health_private_surv10,0,      2.0000,     30.3828,      0.8049,     51.0000,   -155.9850,      0.1245,     42.0000,   -155.9850,      0.1245,     42.0000
health_private_surv11,0,      2.0000,   1122.4488,      0.2094,     51.0000,    713.1291,      0.5785,     42.0000,    713.1291,      0.5785,     42.0000
health_private_surv12,0,      2.0000,     90.7266,      0.5778,     48.0000,     85.7747,      0.4453,     39.0000,     85.7747,      0.4453,     39.0000
health_private_surv13,0,      2.0000,    117.1968,      0.3905,     48.0000,    -51.4122,      0.5284,     39.0000,    -51.4122,      0.5284,     39.0000
health_private_surv14,0,      2.0000,     90.8333,      0.5074,     48.0000,    -85.3090,      0.3076,     39.0000,    -85.3090,      0.3076,     39.0000
health_private_surv15,0,      2.0000,    292.2103,      0.2509,     51.0000,    185.6837,      0.6046,     42.0000,    185.6837,      0.6046,     42.0000
health_private_surv16,0,      2.0000,    412.2672,      0.3475,     51.0000,   1351.4682,      0.0193,     42.0000,   1351.4682,      0.0193,     42.0000
health_private_surv17,0,      2.0000,    365.5999,      0.3416,     51.0000,    719.6588,      0.0806,     42.0000,    719.6588,      0.0806,     42.0000
health_private_surv18,0,      2.0000,    209.0964,      0.6248,     51.0000,    363.6099,      0.4098,     42.0000,    363.6099,      0.4098,     42.0000
health_private_surv19,0,      2.0000,    343.4967,      0.3896,     51.0000,    882.4509,      0.0639,     42.0000,    882.4509,      0.0639,     42.0000
health_private_surv20,0,      2.0000,    473.3489,      0.2971,     51.0000,    820.6910,      0.0979,     42.0000,    820.6910,      0.0979,     42.0000
health_private_surv21,0,      2.0000,    936.6416,      0.2558,     51.0000,    576.8982,      0.5086,     42.0000,    576.8982,      0.5086,     42.0000
health_private_surv22,0,      2.0000,    324.6763,      0.6922,     51.0000,   1110.4728,      0.2976,     42.0000,   1110.4728,      0.2976,     42.0000
health_private_surv23,0,      2.0000,   1003.7225,      0.2081,     51.0000,    675.4591,      0.5032,     42.0000,    675.4591,      0.5032,     42.0000
health_private_surv24,0,      2.0000,   1422.9189,      0.0428,     51.0000,   1672.8362,      0.1145,     42.0000,   1672.8362,      0.1145,     42.0000
health_private_surv25,0,      2.0000,   1289.9377,      0.1263,     51.0000,    994.4869,      0.3195,     42.0000,    994.4869,      0.3195,     42.0000
health_private_surv26,0,      2.0000,    411.1817,      0.2587,     51.0000,    -53.1231,      0.9147,     42.0000,    -53.1231,      0.9147,     42.0000
health_private_surv27,0,      2.0000,    807.2946,      0.2115,     51.0000,   1111.8398,      0.2899,     42.0000,   1111.8398,      0.2899,     42.0000
health_private_surv28,0,      2.0000,    345.5627,      0.1951,     51.0000,    -24.8825,      0.9266,     42.0000,    -24.8825,      0.9266,     42.0000
health_private_surv29,0,      2.0000,    -17.1949,      0.9641,     51.0000,   -818.9911,      0.1193,     42.0000,   -818.9911,      0.1193,     42.0000
health_private_surv30,0,      2.0000,  -1470.8122,      0.1163,     18.0000,   -633.9874,      0.7690,     14.0000,  -2006.0340,      0.3023,     14.0000
health_private_surv31,0,      2.0000,     40.5108,      0.9548,     34.0000,   -371.7737,      0.6177,     28.0000,   -400.2791,      0.5266,     28.0000
health_private_surv32,0,      2.0000,   -174.7414,      0.7890,     39.0000,   -797.2122,      0.3332,     33.0000,   -907.3485,      0.2468,     33.0000
health_private_surv33,0,      2.0000,   -273.1737,      0.6688,     39.0000,   -718.5238,      0.3850,     33.0000,   -836.6694,      0.2803,     33.0000
health_private_surv34,0,      2.0000,   -156.8429,      0.8167,     39.0000,   -392.7382,      0.6436,     33.0000,   -608.2275,      0.4410,     33.0000
health_private_surv35,0,      2.0000,    -12.7179,      0.9856,     39.0000,   -165.3749,      0.8495,     33.0000,   -439.2636,      0.5831,     33.0000
health_private_surv36,0,      2.0000,      0.8599,      0.9990,     39.0000,   -188.7869,      0.8268,     33.0000,   -415.5912,      0.5971,     33.0000
health_private_surv37,0,      2.0000,     15.5794,      0.9821,     39.0000,   -128.4375,      0.8813,     33.0000,   -398.2841,      0.6157,     33.0000
health_private_surv38,0,      2.0000,    -14.0890,      0.9838,     39.0000,    -79.6460,      0.9255,     33.0000,   -440.6838,      0.5763,     33.0000
health_private_surv39,0,      2.0000,    -12.2973,      0.9861,     39.0000,    124.5977,      0.8859,     33.0000,   -204.2704,      0.7954,     33.0000
health_private_surv40,0,      2.0000,    104.5156,      0.8820,     39.0000,    143.1771,      0.8719,     33.0000,   -148.5070,      0.8501,     33.0000
health_private_surv41,0,      2.0000,      0.5377,      0.9994,     39.0000,      3.8805,      0.9965,     33.0000,   -408.4486,      0.6104,     33.0000
health_private_surv42,0,      2.0000,   -221.7853,      0.7590,     39.0000,     50.6010,      0.9552,     33.0000,   -386.3355,      0.6383,     33.0000
health_private_surv43,0,      2.0000,   -209.4511,      0.7671,     39.0000,    236.0959,      0.7926,     33.0000,   -235.5051,      0.7749,     33.0000
health_private_surv44,0,      2.0000,    -57.8440,      0.9364,     39.0000,    458.2068,      0.6194,     33.0000,   -194.9462,      0.8183,     33.0000
health_private_surv45,0,      2.0000,    -97.0742,      0.9001,     39.0000,    394.8331,      0.6917,     33.0000,   -334.1644,      0.7231,     33.0000
health_private_surv46,0,      2.0000,    -68.8850,      0.9358,     39.0000,    518.7865,      0.6412,     33.0000,   -315.0108,      0.7680,     33.0000
health_private_surv47,0,      2.0000,    -90.0644,      0.9224,     39.0000,    800.0340,      0.4932,     33.0000,   -222.5586,      0.8393,     33.0000
health_private_surv48,0,      2.0000,   -263.1352,      0.7841,     39.0000,    719.0585,      0.5430,     33.0000,   -363.9893,      0.7416,     33.0000
health_private_surv49,0,      2.0000,   -240.2597,      0.8004,     39.0000,    673.9133,      0.5583,     33.0000,   -311.7577,      0.7734,     33.0000
health_private_surv50,0,      2.0000,   -153.4982,      0.8713,     39.0000,    888.0467,      0.4207,     33.0000,    235.6490,      0.8219,     33.0000
health_private_surv51,0,      2.0000,   -220.2812,      0.8243,     39.0000,    953.0813,      0.3916,     33.0000,    462.6551,      0.6662,     33.0000
health_private_surv52,0,      2.0000,   -464.9000,      0.6576,     39.0000,    701.9189,      0.5611,     33.0000,     -7.8896,      0.9944,     33.0000
health_private_surv53,0,      2.0000,   -400.4178,      0.7038,     39.0000,    810.7636,      0.5207,     33.0000,    -82.7501,      0.9431,     33.0000
health_private_surv54,0,      2.0000,     -7.0104,      0.9949,     39.0000,   1563.5946,      0.2399,     33.0000,    432.8638,      0.7171,     33.0000
health_private_surv55,0,      2.0000,   -119.7768,      0.9199,     39.0000,   1263.1536,      0.3892,     33.0000,     37.2220,      0.9777,     33.0000
health_private_surv56,0,      2.0000,   -386.3206,      0.7634,     39.0000,    596.6097,      0.7012,     33.0000,   -372.2049,      0.7967,     33.0000
