variable,category,age,label,block,block_appendix,hyp,ipw_var,ipw_pooled1,ipw_pooled2,ipw_pooled3,ipw_pooled4,ipw_male1,ipw_male2,ipw_male3,ipw_male4,ipw_female1,ipw_female2,ipw_female3,ipw_female4
ssclaim48,Health,48,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim49,Health,49,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim50,Health,50,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim51,Health,51,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim52,Health,52,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim53,Health,53,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim54,Health,54,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim55,Health,55,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim56,Health,56,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim57,Health,57,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim58,Health,58,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim59,Health,59,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim60,Health,60,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim61,Health,61,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim62,Health,62,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim63,Health,63,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim64,Health,64,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim65,Health,65,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim66,Health,66,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim67,Health,67,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim68,Health,68,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim69,Health,69,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim70,Health,70,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim71,Health,71,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim72,Health,72,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim73,Health,73,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim74,Health,74,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim75,Health,75,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim76,Health,76,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim77,Health,77,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim78,Health,78,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
ssclaim79,Health,79,Social Security Claim,,,-,si34y_bmi,apgar1,apgar5,prem_birth,,,,,,,,,
