index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1,outcomes
18,Education,point,80.0,80.0,100.0,100.0,100.0,80.0,80.0,80.0,5
19,Education,pval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789474,5
20,Education,se,20.492189355,18.581258243,35.4630398159,18.4219548651,33.8624669312,17.4657559693,19.9982455371,22.432745489,5
21,Employment and Income,point,66.6666666667,66.6666666667,33.3333333333,16.6666666667,50.0,83.3333333333,66.6666666667,66.6666666667,6
22,Employment and Income,pval,0.118421052632,0.0526315789474,0.671052631579,1.0,0.473684210526,0.0,0.0921052631579,0.105263157895,6
23,Employment and Income,se,15.8727886366,17.6699213597,20.3145225039,19.924650948,23.7004124786,14.9303124555,15.7229299533,16.0192379471,6
24,Crime,point,25.0,25.0,25.0,0.0,25.0,25.0,25.0,25.0,4
25,Crime,pval,0.881578947368,0.75,1.0,1.0,1.0,0.960526315789,0.789473684211,0.921052631579,4
26,Crime,se,27.4101402673,27.5676997621,17.3046743508,13.7010692373,16.5798175767,27.4880356749,29.2673700111,27.3867951704,4
27,"Tobacco, Drugs, Alcohol",point,20.0,20.0,40.0,80.0,20.0,20.0,20.0,20.0,5
28,"Tobacco, Drugs, Alcohol",pval,1.0,1.0,0.605263157895,0.236842105263,0.921052631579,1.0,1.0,0.973684210526,5
29,"Tobacco, Drugs, Alcohol",se,18.6472329917,23.0879325965,27.195200815,29.9752984726,28.5677608339,17.3785257687,19.1467096711,17.0262954527,5
30,Self-Reported Health,point,66.6666666667,33.3333333333,66.6666666667,66.6666666667,66.6666666667,33.3333333333,33.3333333333,66.6666666667,3
31,Self-Reported Health,pval,0.434210526316,0.723684210526,0.0526315789474,0.0394736842105,0.0526315789474,0.894736842105,0.763157894737,0.355263157895,3
32,Self-Reported Health,se,27.8956563165,28.3771590878,19.8826969354,21.0957161473,19.8826969354,21.3528784735,22.7324466909,27.3309084647,3
33,Hypertension,point,100.0,100.0,40.0,20.0,40.0,100.0,100.0,100.0,5
34,Hypertension,pval,0.0,0.0,0.657894736842,0.618421052632,0.697368421053,0.0,0.0,0.0,5
35,Hypertension,se,16.6785922247,15.2545650343,24.736031821,27.754864093,23.6592750485,0.0,2.29415733871,0.0,5
36,Cholesterol,point,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,3
37,Cholesterol,pval,0.0,0.0,0.907894736842,0.907894736842,0.907894736842,0.0,0.0,0.0,3
38,Cholesterol,se,20.2325659556,28.0176775164,28.7400805956,18.3247415865,27.6053185766,17.7210351763,25.7858930561,23.9679773369,3
39,Diabetes,point,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,4
40,Diabetes,pval,0.75,0.763157894737,0.710526315789,0.473684210526,0.789473684211,0.763157894737,0.763157894737,0.828947368421,4
41,Diabetes,se,25.1573992464,34.4723170569,28.5571953005,38.3725567519,24.2040822158,25.426910504,34.6536750285,25.0700772223,4
42,Vitamin D Deficiency,point,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1
43,Vitamin D Deficiency,pval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44,Vitamin D Deficiency,se,16.1136315834,42.7969502111,0.0,39.6151370933,0.0,30.8931378288,45.6531546152,24.9561018099,1
45,Obesity,point,66.6666666667,100.0,57.1428571429,85.7142857143,14.2857142857,85.7142857143,85.7142857143,100.0,6
46,Obesity,pval,0.394736842105,0.0,0.421052631579,0.0,0.736842105263,0.0,0.0,0.0,6
47,Obesity,se,33.2141921409,23.1497560805,37.3286342637,21.0217957557,39.6311525356,32.1805064322,27.5630319522,31.7166112629,6
48,Mental Health,point,72.7272727273,90.9090909091,9.09090909091,36.3636363636,18.1818181818,72.7272727273,100.0,90.9090909091,11
49,Mental Health,pval,0.302631578947,0.0,1.0,0.763157894737,0.947368421053,0.131578947368,0.0,0.0,11
50,Mental Health,se,27.1821995674,22.6947135199,18.1003597893,21.0711561243,19.7828284525,26.0521665798,22.9362007642,24.0061250702,11
