index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1,outcomes
19,Education,pval,0.236842105263,0.0657894736842,0.421052631579,0.0263157894737,0.486842105263,0.184210526316,0.276315789474,0.184210526316,5
20,Education,se,27.4328526316,27.2892241441,35.0838594368,21.1195427914,34.266243427,23.9106524011,23.401904256,25.1242526292,5
21,Employment and Income,point,33.3333333333,33.3333333333,0.0,0.0,0.0,33.3333333333,33.3333333333,33.3333333333,6
22,Employment and Income,pval,0.0526315789474,0.105263157895,1.0,1.0,1.0,0.0657894736842,0.157894736842,0.0789473684211,6
23,Employment and Income,se,19.3904681071,15.6347191994,12.3934837937,4.68812942493,12.1417874281,20.0690814735,15.9274059786,18.4187801439,6
24,Crime,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
25,Crime,pval,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
26,Crime,se,13.1456082987,11.5849266858,4.90032222356,2.86769667338,4.90032222356,12.1214613212,10.8164510832,13.4330155376,4
27,"Tobacco, Drugs, Alcohol",point,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5
28,"Tobacco, Drugs, Alcohol",pval,0.0394736842105,0.0263157894737,0.0657894736842,0.157894736842,0.0789473684211,0.394736842105,0.5,0.473684210526,5
29,"Tobacco, Drugs, Alcohol",se,10.6326211058,8.87733166801,16.0532738823,16.710118796,14.1710519528,9.84083864633,10.0664459137,10.052493799,5
30,Self-Reported Health,point,0.0,0.0,66.6666666667,66.6666666667,66.6666666667,0.0,0.0,0.0,3
31,Self-Reported Health,pval,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3
32,Self-Reported Health,se,14.093809903,9.94134846772,24.032953335,26.3726481264,22.0401901196,15.004872503,10.5594021923,13.2967333924,3
33,Hypertension,point,60.0,80.0,20.0,20.0,20.0,100.0,100.0,100.0,5
34,Hypertension,pval,0.118421052632,0.0,0.381578947368,0.157894736842,0.368421052632,0.0,0.0,0.0,5
35,Hypertension,se,33.488083767,31.0506095089,23.8738246945,19.9615999646,23.9813795342,20.4167114214,28.9318618754,17.8414066002,5
36,Cholesterol,point,66.6666666667,0.0,0.0,0.0,0.0,66.6666666667,33.3333333333,66.6666666667,3
37,Cholesterol,pval,0.0,0.289473684211,0.907894736842,0.907894736842,0.907894736842,0.0,0.144736842105,0.0,3
38,Cholesterol,se,37.0027131401,28.0072393872,19.5138411687,5.63930712487e-07,21.6974118976,35.8766567969,29.0459070671,40.4458582106,3
39,Diabetes,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
40,Diabetes,pval,1.0,1.0,0.368421052632,0.907894736842,0.394736842105,1.0,1.0,1.0,4
41,Diabetes,se,15.1289937617,17.9668310379,23.5104963872,21.2918427787,23.7266908496,16.9608539084,16.3935963108,15.5953178109,4
42,Vitamin D Deficiency,point,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1
43,Vitamin D Deficiency,pval,0.0,0.210526315789,0.0,0.894736842105,0.0,0.328947368421,1.0,0.315789473684,1
44,Vitamin D Deficiency,se,50.262468995,41.0391340834,5.63930712487e-07,23.7043540378,5.63930712487e-07,47.2952651463,27.1448357015,46.7918121492,1
45,Obesity,point,16.6666666667,0.0,0.0,0.0,0.0,14.2857142857,0.0,0.0,6
46,Obesity,pval,0.144736842105,0.394736842105,0.328947368421,0.5,0.342105263158,0.184210526316,1.0,0.368421052632,6
47,Obesity,se,18.7725279392,18.3493566667,36.227586432,15.478181111,36.4752686291,20.0060409781,13.287155984,19.984777594,6
48,Mental Health,point,0.0,18.1818181818,0.0,0.0,0.0,0.0,0.0,0.0,11
49,Mental Health,pval,1.0,0.223684210526,1.0,1.0,1.0,1.0,0.5,1.0,11
50,Mental Health,se,12.9687727912,18.6894835592,7.97715856187,9.09660905837,10.482903084,15.5303516551,16.5854188989,15.7417722249,11
