variable,cf_category,category,age,label,block,hyp,ipw_var,ipw_pooled1,ipw_pooled2,ipw_pooled3,ipw_pooled4,only_abc,only_care
J_Stress,"Education, Employment, Income",Job Attitude,30,Job not too stressful,jobattitude,+,J_Stress,hrabc_index,apgar5,cohort,,0,0
J_Trouble,"Education, Employment, Income",Job Attitude,30,No trouble finishing work,jobattitude,+,J_Trouble,hrabc_index,apgar5,cohort,,0,0
J_Boss,"Education, Employment, Income",Job Attitude,30,No trouble with boss,jobattitude,+,J_Boss,hrabc_index,apgar5,cohort,,0,0
J_Worry,"Education, Employment, Income",Job Attitude,30,Not worry too much about work,jobattitude,+,J_Worry,hrabc_index,apgar5,cohort,,0,0
J_Satisfied,"Education, Employment, Income",Job Attitude,30,Satisfied with working situation,jobattitude,+,J_Satisfied,hrabc_index,apgar5,cohort,,0,0
J_Others,"Education, Employment, Income",Job Attitude,30,Work well with others,jobattitude,+,J_Others,hrabc_index,apgar5,cohort,,0,0
commsd,"Education, Employment, Income",Job Satisfaction Score,30,Communication with organization,jobsatisfcation,+,commsd,hrabc_index,apgar5,prem_birth,,0,0
coworkerssd,"Education, Employment, Income",Job Satisfaction Score,30,Coworkers,jobsatisfcation,+,coworkerssd,hrabc_index,apgar5,prem_birth,,0,0
fringebensd,"Education, Employment, Income",Job Satisfaction Score,30,Fringe benefits,jobsatisfcation,+,fringebensd,hrabc_index,apgar1,prem_birth,,0,0
supervisionsd,"Education, Employment, Income",Job Satisfaction Score,30,Immediate supervisor,jobsatisfcation,+,supervisionsd,hrabc_index,apgar5,cohort,,0,0
natworksd,"Education, Employment, Income",Job Satisfaction Score,30,Job tasks,jobsatisfcation,+,natworksd,hrabc_index,apgar5,prem_birth,,0,0
opprocsd,"Education, Employment, Income",Job Satisfaction Score,30,Operating policies and procedures,jobsatisfcation,+,opprocsd,hrabc_index,apgar5,prem_birth,,0,0
paysd,"Education, Employment, Income",Job Satisfaction Score,30,Pay and remuneration,jobsatisfcation,+,paysd,hrabc_index,apgar5,prem_birth,,0,0
promotionsd,"Education, Employment, Income",Job Satisfaction Score,30,Promotion opportunities,jobsatisfcation,+,promotionsd,hrabc_index,apgar5,prem_birth,,0,0
contrewsd,"Education, Employment, Income",Job Satisfaction Score,30,Recognition for good work,jobsatisfcation,+,contrewsd,hrabc_index,apgar5,prem_birth,,0,0
jbsttotsd,"Education, Employment, Income",Job Satisfaction Score,30,Total,jobsatisfcation,+,jbsttotsd,hrabc_index,apgar1,prem_birth,,0,0
ever_sped,"Education, Employment, Income",Special Education and Retention,12,Ever Had Special Education by Grade 5,sped,-,,,,,,0,0
ever_sped,"Education, Employment, Income",Special Education and Retention,21,Ever Had Special Education by Grade 12,sped,-,,,,,,1,0
tot_sped,"Education, Employment, Income",Special Education and Retention,12,Total Number of Special Education by Grade 5,sped,-,,,,,,0,0
tot_sped,"Education, Employment, Income",Special Education and Retention,21,Total Number of Special Education by Grade 12,sped,-,,,,,,1,0
ever_ret,"Education, Employment, Income",Special Education and Retention,12,Ever Retained by Grade 5,sped,-,,,,,,0,0
ever_ret,"Education, Employment, Income",Special Education and Retention,21,Ever Retained by Grade 12,sped,-,,,,,,1,0
tot_ret,"Education, Employment, Income",Special Education and Retention,12,Total Number of Retention by Grade 5,sped,-,,,,,,0,0
tot_ret,"Education, Employment, Income",Special Education and Retention,21,Total Number of Retention by Grade 12,sped,-,,,,,,1,0
si30y_works_job,"Education, Employment, Income",Subject Employment and Income,30,Employed,employment,+,,,,,,0,0
si21y_inc_labor,"Education, Employment, Income",Subject Employment and Income,21,Labor Income,employment,+,si21y_inc_labor,hrabc_index,apgar1,cohort,,0,0
si30y_inc_labor,"Education, Employment, Income",Subject Employment and Income,30,Labor Income,employment,+,si30y_inc_labor,m_ed0y,apgar5,cohort,,0,0
si21y_inc_trans_pub,"Education, Employment, Income",Subject Employment and Income,21,Public-Transfer Income,employment,-,si21y_inc_trans_pub,hrabc_index,apgar1,cohort,,0,0
si30y_inc_trans_pub,"Education, Employment, Income",Subject Employment and Income,30,Public-Transfer Income,employment,-,si30y_inc_trans_pub,m_ed0y,apgar5,cohort,,0,0
adopted_ever,Childhood Household Environment,Adoption,,Ever Adopted,,+,,,,,,1,0
f_home1y6m,Childhood Household Environment,Father at Home,2,Father at Home,father_home,+,,,,,,0,0
f_home2y6m,Childhood Household Environment,Father at Home,3,Father at Home,father_home,+,,,,,,0,0
f_home3y6m,Childhood Household Environment,Father at Home,4,Father at Home,father_home,+,,,,,,0,0
f_home4y6m,Childhood Household Environment,Father at Home,5,Father at Home,father_home,+,,,,,,0,0
f_home8y,Childhood Household Environment,Father at Home,8,Father at Home,father_home,+,f_home8y,hrabc_index,apgar1,cohort,,0,0
home0y6m,Childhood Household Environment,HOME Scores,0.5,HOME Score,home,+,,,,,,0,0
home1y6m,Childhood Household Environment,HOME Scores,1.5,HOME Score,home,+,,,,,,0,0
home2y6m,Childhood Household Environment,HOME Scores,2.5,HOME Score,home,+,,,,,,0,0
home3y6m,Childhood Household Environment,HOME Scores,3.5,HOME Score,home,+,,,,,,0,0
home4y6m,Childhood Household Environment,HOME Scores,4.5,HOME Score,home,+,,,,,,0,0
home8y,Childhood Household Environment,HOME Scores,8,HOME Score,home,+,home8y,hrabc_index,apgar1,cohort,,0,0
hh_inc0y,Childhood Household Environment,Childhood Household Income,0,Household Earned Income,hh_inc,+,,,,,,0,1
hh_inc8y,Childhood Household Environment,Childhood Household Income,9,Household Earned Income,hh_inc,+,hh_inc8y,apgar1,m_married0y,cohort,,0,1
hh_inc12y,Childhood Household Environment,Childhood Household Income,12,Household Earned Income,hh_inc,+,hh_inc12y,hrabc_index,apgar1,cohort,,0,0
OwnCar,Adult Household Environment,Subject Home and Property,30,Own cars,property,+,,,,,,0,0
OwnComp,Adult Household Environment,Subject Home and Property,30,Own computers,property,+,,,,,,0,0
OwnResid,Adult Household Environment,Subject Home and Property,30,Own residences,property,+,,,,,,0,0
HomeDensity,Adult Household Environment,Subject Home and Property,30,Room density (room/people),property,+,,,,,,0,0
Sp_GetAlong,Adult Household Environment,Relation with Spouse,30,Get along well with spouse,rel_spouse,+,Sp_GetAlong,hrabc_index,apgar1,apgar5,,0,0
Sp_Disagree,Adult Household Environment,Relation with Spouse,30,No disagreement on living arrangement,rel_spouse,+,Sp_Disagree,hrabc_index,apgar1,apgar5,,0,0
Sp_TroubleFam,Adult Household Environment,Relation with Spouse,30,No trouble with spouse family,rel_spouse,+,Sp_TroubleFam,hrabc_index,apgar1,apgar5,,0,0
Sp_Inc,Adult Household Environment,Spouse Characteristics,30,Spouse annual income,econ_spouse,+,Sp_Inc,m_ed0y,hrabc_index,apgar1,,0,0
Sp_Emp,Adult Household Environment,Spouse Characteristics,30,Spouse employment status,econ_spouse,+,Sp_Emp,m_ed0y,hrabc_index,apgar1,,0,0
m_inc0y,"Mother's Employment, Education, and Income",Mother's Income,0,Mother's Earned Inc.,mother_inc,+,,,,,,0,1
m_inc_trans21y,"Mother's Employment, Education, and Income",Mother's Income,21,Mother's Public-Transfer Inc.,mother_inc,+,m_inc_trans21y,m_iq0y,apgar1,cohort,,1,0
p_inc0y,"Mother's Employment, Education, and Income",Parental Labor Income,0,Parental Labor Income,parent_income,+,,,,,,1,0
p_inc1y6m,"Mother's Employment, Education, and Income",Parental Labor Income,1.5,Parental Labor Income,parent_income,+,p_inc1y6m,m_age0y,apgar1,cohort,,0,0
p_inc2y6m,"Mother's Employment, Education, and Income",Parental Labor Income,2.5,Parental Labor Income,parent_income,+,p_inc2y6m,m_age0y,apgar1,cohort,,0,0
p_inc3y6m,"Mother's Employment, Education, and Income",Parental Labor Income,3.5,Parental Labor Income,parent_income,+,p_inc3y6m,m_age0y,apgar1,cohort,,0,0
p_inc4y6m,"Mother's Employment, Education, and Income",Parental Labor Income,4.5,Parental Labor Income,parent_income,+,p_inc4y6m,hrabc_index,apgar1,cohort,,0,0
p_inc8y,"Mother's Employment, Education, and Income",Parental Labor Income,8,Parental Labor Income,parent_income,+,p_inc8y,hrabc_index,apgar1,cohort,,1,0
p_inc12y,"Mother's Employment, Education, and Income",Parental Labor Income,12,Parental Labor Income,parent_income,+,p_inc12y,hrabc_index,apgar1,cohort,,0,0
p_inc15y,"Mother's Employment, Education, and Income",Parental Labor Income,15,Parental Labor Income,parent_income,+,p_inc15y,apgar5,prem_birth,hh_sibs0y,,1,0
p_inc21y,"Mother's Employment, Education, and Income",Parental Labor Income,21,Parental Labor Income,parent_income,+,p_inc21y,hrabc_index,apgar1,cohort,,1,0
pi_inc_trans12y,"Mother's Employment, Education, and Income",Parental Public Transfer Income,12,Parental Public-Transfer Income,,+,pi_inc_trans12y,hrabc_index,apgar5,prem_birth,,0,0
m_hs12y,"Mother's Employment, Education, and Income",Mother Graduated High School,12,Mother High School Grad.,mother_hs,+,,,,,,0,0
m_hs15y,"Mother's Employment, Education, and Income",Mother Graduated High School,15,Mother High School Grad.,mother_hs,+,,,,,,1,0
m_student0y,"Mother's Employment, Education, and Income",Mother is a Student,0,Mother is a Student,mother_student,+,,,,,,1,0
m_student1y6m,"Mother's Employment, Education, and Income",Mother is a Student,2,Mother is a Student,mother_student,+,,,,,,1,0
m_student2y6m,"Mother's Employment, Education, and Income",Mother is a Student,3,Mother is a Student,mother_student,+,,,,,,1,0
m_student3y6m,"Mother's Employment, Education, and Income",Mother is a Student,4,Mother is a Student,mother_student,+,,,,,,1,0
m_student4y6m,"Mother's Employment, Education, and Income",Mother is a Student,5,Mother is a Student,mother_student,+,,,,,,1,0
mb_ed1y6m,"Mother's Employment, Education, and Income",Biological Mother's Education,2,Mother's Years of Education,mb_ed,+,mb_ed1y6m,hrabc_index,apgar1,prem_birth,,1,0
mb_ed2y6m,"Mother's Employment, Education, and Income",Biological Mother's Education,3,Mother's Years of Education,mb_ed,+,mb_ed2y6m,hrabc_index,apgar1,prem_birth,,1,0
mb_ed3y6m,"Mother's Employment, Education, and Income",Biological Mother's Education,4,Mother's Years of Education,mb_ed,+,mb_ed3y6m,hrabc_index,apgar1,prem_birth,,1,0
mb_ed4y6m,"Mother's Employment, Education, and Income",Biological Mother's Education,5,Mother's Years of Education,mb_ed,+,mb_ed4y6m,hrabc_index,apgar1,prem_birth,,1,0
mb_ed8y,"Mother's Employment, Education, and Income",Biological Mother's Education,9,Mother's Years of Education,mb_ed,+,mb_ed8y,hrabc_index,apgar1,cohort,,1,0
m_ed0y,"Mother's Employment, Education, and Income",Mother's Education,0,Mother's Years of Education,m_ed,+,,,,,,0,0
m_ed1y6m,"Mother's Employment, Education, and Income",Mother's Education,2,Mother's Years of Education,m_ed,+,,,,,,0,0
m_ed2y6m,"Mother's Employment, Education, and Income",Mother's Education,3,Mother's Years of Education,m_ed,+,,,,,,0,0
m_ed3y6m,"Mother's Employment, Education, and Income",Mother's Education,4,Mother's Years of Education,m_ed,+,,,,,,0,0
m_ed4y6m,"Mother's Employment, Education, and Income",Mother's Education,5,Mother's Years of Education,m_ed,+,,,,,,0,0
m_ed8y,"Mother's Employment, Education, and Income",Mother's Education,9,Mother's Years of Education,m_ed,+,m_ed8y,hrabc_index,apgar1,cohort,,0,0
m_ed12y,"Mother's Employment, Education, and Income",Mother's Education,12,Mother's Years of Education,m_ed,+,m_ed12y,hrabc_index,apgar1,cohort,,0,0
m_ed15y,"Mother's Employment, Education, and Income",Mother's Education,15,Mother's Years of Education,m_ed,+,m_ed15y,m_iq0y,apgar5,cohort,,1,0
m_work1y6m,"Mother's Employment, Education, and Income",Mother's Employment,2,Mother Works,mother_works,+,,,,,,0,0
m_work2y6m,"Mother's Employment, Education, and Income",Mother's Employment,3,Mother Works,mother_works,+,,,,,,0,0
m_work3y6m,"Mother's Employment, Education, and Income",Mother's Employment,4,Mother Works,mother_works,+,,,,,,0,0
m_work4y6m,"Mother's Employment, Education, and Income",Mother's Employment,5,Mother Works,mother_works,+,,,,,,0,0
m_work21y,"Mother's Employment, Education, and Income",Mother's Employment,21,Mother Works,mother_works,+,,,,,,1,0
bsi_tis,Mental Health,Age 21 Brief Symptom Inventory,21,Interpersonal Sense,mental_bsi21,-,,,,,,0,0
bsi_toc,Mental Health,Age 21 Brief Symptom Inventory,21,Obsessive-Compulsive,mental_bsi21,-,,,,,,0,0
bsi_tpar,Mental Health,Age 21 Brief Symptom Inventory,21,Paranoid Ideation,mental_bsi21,-,,,,,,0,0
bsi_tpho,Mental Health,Age 21 Brief Symptom Inventory,21,Phobic Anxiety,mental_bsi21,-,,,,,,0,0
bsi_tpsd,Mental Health,Age 21 Brief Symptom Inventory,21,Positive Symptom Distress Index (PSI),mental_bsi21,-,,,,,,0,0
bsi_tpst,Mental Health,Age 21 Brief Symptom Inventory,21,Positive Symptom Total (PST),mental_bsi21,-,,,,,,0,0
bsi_tpsy,Mental Health,Age 21 Brief Symptom Inventory,21,Psychoticism,mental_bsi21,-,,,,,,0,0
dsm_adh_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,AD/H Problems,mental_dsm30,-,,,,,,0,0
dsm_ant_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Antisocial Personality Problems,mental_dsm30,-,,,,,,0,0
dsm_anx_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Anxiety Problems,mental_dsm30,-,,,,,,0,0
dsm_avd_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Avoidant Personality Problems,mental_dsm30,-,,,,,,0,0
dsm_dep_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Depressive Problems,mental_dsm30,-,,,,,,0,0
dsm_hi_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Hyperactivity-Impulsivity Subscale,mental_dsm30,-,,,,,,0,0
dsm_ina_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Inattention Subscale,mental_dsm30,-,,,,,,0,0
dsm_som_t,Mental Health,Age 30 Adult Self Report DSM Scale $t$-Score,30,Somatic Problems,mental_dsm30,-,,,,,,0,0
agg_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Aggressive Behavior,mental_syndrome30,-,,,,,,0,0
anx_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Anxious/Depressed,mental_syndrome30,-,,,,,,0,0
att_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Attention Problems,mental_syndrome30,-,,,,,,0,0
ext_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Externalizing,mental_syndrome30,-,,,,,,0,0
int_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Internalizing,mental_syndrome30,-,,,,,,0,0
intr_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Intrusive,mental_syndrome30,-,,,,,,0,0
rule_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Rule Breaking,mental_syndrome30,-,,,,,,0,0
som_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Somatic Complaints,mental_syndrome30,-,,,,,,0,0
tht_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Thought Problems,mental_syndrome30,-,,,,,,0,0
with_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Withdrawn,mental_syndrome30,-,,,,,,0,0
totp_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Total Problems,mental_syndrome30,-,,,,,,0,0
crit_t,Mental Health,Age 30 Adult Self Report Syndrome Scale $t$-Score,30,Critical Items,mental_syndrome30,-,,,,,,0,0
PSYC_ANX,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Anxiety,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSYC_NC,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Any Psychiatric Concern,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSYC_DEP,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Depression,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSYC_INS,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Insomnia,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
si34y_hprob_mental,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Mental Problems,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
QLMENTL2,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Sad/Depressed in Past 30 Days,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PSYC_SUIC,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Suicidal Ideation,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
QLSTRES2,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Current Condition: Worried/Anxious in Past 30 Days,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_ALERT,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Physical Exam: Mental Health Alert,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
PE_DISTRESS,Mental Health,Mid-30s Mental Health Conditions,Mid-30s,Physical Exam: Mental Status Distress,mental current34,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
bsi_tanx,Mental Health,Mental Health $t$-Score,21,Anxiety $t$-Score,mental_bsi1821_t,-,,,,,,0,0
BSIAnx_T,Mental Health,Mental Health $t$-Score,Mid-30s,Anxiety $t$-Score,mental_bsi1821_t,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
B18Anx_T,Mental Health,Mental Health $t$-Score,Mid-30s,Anxiety $t$-Score (BSI 18),mental_bsi18,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
bsi_tdep,Mental Health,Mental Health $t$-Score,21,Depression $t$-Score,mental_bsi1821_t,-,,,,,,0,0
BSIDep_T,Mental Health,Mental Health $t$-Score,Mid-30s,Depression $t$-Score,mental_bsi1821_t,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
B18Dep_T,Mental Health,Mental Health $t$-Score,Mid-30s,Depression $t$-Score (BSI 18),mental_bsi18,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
bsi_thos,Mental Health,Mental Health $t$-Score,21,Hostility $t$-Score,mental_bsi1821_t,-,,,,,,0,0
BSIHos_T,Mental Health,Mental Health $t$-Score,Mid-30s,Hostility $t$-Score,mental_bsi1821_t,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
bsi_tsom,Mental Health,Mental Health $t$-Score,21,Somatization $t$-Score,mental_bsi1821_t,-,,,,,,0,0
BSISom_T,Mental Health,Mental Health $t$-Score,Mid-30s,Somatization $t$-Score,mental_bsi1821_t,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
B18Som_T,Mental Health,Mental Health $t$-Score,Mid-30s,Somatization $t$-Score (BSI 18),mental_bsi18,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
bsi_tgsi,Mental Health,Mental Health $t$-Score,21,Global Severity Index $t$-Score,mental_bsi1821_t,-,,,,,,0,0
B18GSI_T,Mental Health,Mental Health $t$-Score,Mid-30s,Global Severity Index $t$-Score (BSI 18),mental_bsi18,-,si34y_time,apgar1,apgar5,prem_birth,,0,0
ibr_actv0y3m,Infant Development,Infant Behavior Record,0.25,Temperament cluster - activity level,ibr,+,,,,,,1,0
ibr_actv0y6m,Infant Development,Infant Behavior Record,0.5,Temperament cluster - activity level,ibr,+,,,,,,0,0
ibr_actv0y9m,Infant Development,Infant Behavior Record,0.75,Temperament cluster - activity level,ibr,+,,,,,,1,0
ibr_actv1y,Infant Development,Infant Behavior Record,1,Temperament cluster - activity level,ibr,+,,,,,,0,0
ibr_actv1y6m,Infant Development,Infant Behavior Record,1.5,Temperament cluster - activity level,ibr,+,,,,,,0,0
ibr_actv2y,Infant Development,Infant Behavior Record,2,Temperament cluster - activity level,ibr,+,ibr_actv2y,m_age0y,apgar1,cohort,,0,0
ibr_coop0y6m,Infant Development,Infant Behavior Record,0.5,Temperament cluster - cooperativeness,ibr,+,,,,,,0,1
ibr_coop1y,Infant Development,Infant Behavior Record,1,Temperament cluster - cooperativeness,ibr,+,,,,,,0,1
ibr_coop1y6m,Infant Development,Infant Behavior Record,1.5,Temperament cluster - cooperativeness,ibr,+,,,,,,0,1
ibr_coop2y,Infant Development,Infant Behavior Record,2,Temperament cluster - cooperativeness,ibr,+,,,,,,0,1
ibr_sociab0y3m,Infant Development,Infant Behavior Record,0.25,Temperament cluster - sociability,ibr,+,,,,,,1,0
ibr_sociab0y6m,Infant Development,Infant Behavior Record,0.5,Temperament cluster - sociability,ibr,+,,,,,,0,0
ibr_sociab0y9m,Infant Development,Infant Behavior Record,0.75,Temperament cluster - sociability,ibr,+,,,,,,1,0
ibr_sociab1y,Infant Development,Infant Behavior Record,1,Temperament cluster - sociability,ibr,+,,,,,,0,0
ibr_sociab1y6m,Infant Development,Infant Behavior Record,1.5,Temperament cluster - sociability,ibr,+,,,,,,0,0
ibr_sociab2y,Infant Development,Infant Behavior Record,2,Temperament cluster - sociability,ibr,+,ibr_sociab2y,m_age0y,apgar1,cohort,,1,0
ibr_task0y3m,Infant Development,Infant Behavior Record,0.25,Temperament cluster - task orientation,ibr,+,,,,,,1,0
ibr_task0y6m,Infant Development,Infant Behavior Record,0.5,Temperament cluster - task orientation,ibr,+,,,,,,0,0
ibr_task0y9m,Infant Development,Infant Behavior Record,0.75,Temperament cluster - task orientation,ibr,+,,,,,,1,0
ibr_task1y,Infant Development,Infant Behavior Record,1,Temperament cluster - task orientation,ibr,+,,,,,,0,0
ibr_task1y6m,Infant Development,Infant Behavior Record,1.5,Temperament cluster - task orientation,ibr,+,,,,,,0,0
ibr_task2y,Infant Development,Infant Behavior Record,2,Temperament cluster - task orientation,ibr,+,ibr_task2y,m_age0y,apgar1,cohort,,0,0
mdi0y3m,Infant Development,Bayley Scale of Infant Development,0.25,Bayley Mental Scale,ibr,+,,,,,,1,0
mdi0y6m,Infant Development,Bayley Scale of Infant Development,0.5,Bayley Mental Scale,ibr,+,,,,,,0,0
mdi0y9m,Infant Development,Bayley Scale of Infant Development,0.75,Bayley Mental Scale,ibr,+,,,,,,1,0
mdi1y,Infant Development,Bayley Scale of Infant Development,1,Bayley Mental Scale,ibr,+,,,,,,0,0
mdi1y6m,Infant Development,Bayley Scale of Infant Development,1.5,Bayley Mental Scale,ibr,+,,,,,,0,0
mdi2y,Infant Development,Bayley Scale of Infant Development,2,Bayley Mental Scale,ibr,+,,,,,,0,1
pdi0y3m,Infant Development,Bayley Scale of Infant Development,0.25,Bayley Motor Scale,ibr,+,,,,,,1,0
pdi0y6m,Infant Development,Bayley Scale of Infant Development,0.5,Bayley Motor Scale,ibr,+,,,,,,0,0
pdi0y9m,Infant Development,Bayley Scale of Infant Development,0.75,Bayley Motor Scale,ibr,+,,,,,,1,0
pdi1y,Infant Development,Bayley Scale of Infant Development,1,Bayley Motor Scale,ibr,+,,,,,,0,0
pdi1y6m,Infant Development,Bayley Scale of Infant Development,1.5,Bayley Motor Scale,ibr,+,,,,,,0,0
pdi2y,Infant Development,Bayley Scale of Infant Development,2,Bayley Motor Scale,ibr,+,,,,,,0,1
ap_t_ac8y,Noncognitive Skills,Achenbach Behavior,8,Activities T Score (Reported by Mother),achenbach812,+,ap_t_ac8y,hrabc_index,apgar1,cohort,,1,0
ap_t_ac12y,Noncognitive Skills,Achenbach Behavior,12,Activities T Score (Reported by Mother),achenbach812,+,,,,,,0,0
at_bats12y,Noncognitive Skills,Achenbach Behavior,12,Behave Appropriate T Score (Reported by Teacher),achenbach812,+,at_bats12y,m_age0y,apgar1,f_home0y,,0,0
