variable,category,age,label,block,block_appendix,hyp,ipw_var,ipw_pooled1,ipw_pooled2,ipw_pooled3,ipw_pooled4,ipw_male1,ipw_male2,ipw_male3,ipw_male4,ipw_female1,ipw_female2,ipw_female3,ipw_female4
qaly_surv48,Health,48,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv49,Health,49,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv50,Health,50,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv51,Health,51,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv52,Health,52,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv53,Health,53,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv54,Health,54,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv55,Health,55,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv56,Health,56,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv57,Health,57,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv58,Health,58,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv59,Health,59,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv60,Health,60,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv61,Health,61,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv62,Health,62,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv63,Health,63,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv64,Health,64,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv65,Health,65,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv66,Health,66,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv67,Health,67,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv68,Health,68,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv69,Health,69,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv70,Health,70,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv71,Health,71,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv72,Health,72,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv73,Health,73,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv74,Health,74,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv75,Health,75,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv76,Health,76,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv77,Health,77,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv78,Health,78,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
qaly_surv79,Health,79,Expected Quality-Adjusted Life Years,,,-,si34y_time,apgar1,apgar5,prem_birth,,,,,,,,,
