rowname,draw,ddraw,epan_ipw,epan_N
health_private_surv37,0,      1.0000,  -3127.4246,     18.0000
health_private_surv38,0,      1.0000,  -3116.0983,     18.0000
health_private_surv39,0,      1.0000,  -2404.3283,     18.0000
health_private_surv40,0,      1.0000,  -2277.5071,     18.0000
health_private_surv41,0,      1.0000,  -2550.9373,     18.0000
health_private_surv42,0,      1.0000,  -2824.3672,     18.0000
health_private_surv43,0,      1.0000,  -3055.5272,     18.0000
health_private_surv44,0,      1.0000,  -3286.6871,     18.0000
health_private_surv45,0,      1.0000,  -2901.3258,     18.0000
health_private_surv46,0,      1.0000,  -2515.9647,     18.0000
health_private_surv47,0,      1.0000,  -2587.1365,     18.0000
health_private_surv48,0,      1.0000,  -2658.3078,     18.0000
health_private_surv49,0,      1.0000,  -3039.0246,     18.0000
health_private_surv50,0,      1.0000,  -3419.7413,     18.0000
health_private_surv51,0,      1.0000,  -3096.4497,     18.0000
health_private_surv52,0,      1.0000,  -2773.1581,     18.0000
health_private_surv53,0,      1.0000,  -3428.9037,     18.0000
health_private_surv54,0,      1.0000,  -4084.6489,     18.0000
health_private_surv55,0,      1.0000,  -3541.0682,     18.0000
health_private_surv56,0,      1.0000,  -2997.4861,     18.0000
health_private_surv57,0,      1.0000,  -3401.7891,     18.0000
health_private_surv58,0,      1.0000,  -3806.0907,     18.0000
health_private_surv59,0,      1.0000,  -3793.6073,     18.0000
health_private_surv60,0,      1.0000,  -3781.1264,     18.0000
health_private_surv61,0,      1.0000,  -3416.2801,     18.0000
health_private_surv62,0,      1.0000,  -3051.4339,     18.0000
health_private_surv63,0,      1.0000,  -4966.4597,     18.0000
health_private_surv64,0,      1.0000,  -6881.4864,     18.0000
health_private_surv65,0,      1.0000,  -4291.8253,     18.0000
health_private_surv66,0,      1.0000,  -1702.1658,     18.0000
health_private_surv67,0,      1.0000,  -2223.9413,     18.0000
health_private_surv68,0,      1.0000,  -2745.7170,     18.0000
health_private_surv69,0,      1.0000,  -2286.7361,     18.0000
health_private_surv70,0,      1.0000,  -1827.7588,     18.0000
health_private_surv71,0,      1.0000,  -2074.2406,     18.0000
health_private_surv72,0,      1.0000,  -2320.7238,     18.0000
health_private_surv73,0,      1.0000,  -2690.7858,     18.0000
health_private_surv74,0,      1.0000,  -3060.8507,     18.0000
health_private_surv75,0,      1.0000,  -1654.6662,     18.0000
health_private_surv76,0,      1.0000,   -248.4779,     18.0000
health_private_surv77,0,      1.0000,  -2783.3065,     18.0000
health_private_surv78,0,      1.0000,  -5318.1349,     18.0000
health_private_surv79,0,      1.0000,  -6440.0004,     18.0000
health_private_surv8,0,      1.0000,     79.3004,     18.0000
health_private_surv9,0,      1.0000,    -87.1724,     18.0000
health_private_surv10,0,      2.0000,    214.1816,     44.0000
health_private_surv11,0,      2.0000,    813.1909,     44.0000
health_private_surv12,0,      2.0000,     57.1470,     43.0000
health_private_surv13,0,      2.0000,    148.5122,     43.0000
health_private_surv14,0,      2.0000,    104.4744,     43.0000
health_private_surv15,0,      2.0000,    271.2508,     43.0000
health_private_surv16,0,      2.0000,    348.6247,     43.0000
health_private_surv17,0,      2.0000,     81.7073,     43.0000
health_private_surv18,0,      2.0000,   -244.9479,     43.0000
health_private_surv19,0,      2.0000,    264.7941,     43.0000
health_private_surv20,0,      2.0000,    346.3129,     43.0000
health_private_surv21,0,      2.0000,   -287.8970,     43.0000
health_private_surv22,0,      2.0000,    687.7627,     43.0000
health_private_surv23,0,      2.0000,    502.3463,     43.0000
health_private_surv24,0,      2.0000,   1239.3991,     43.0000
health_private_surv25,0,      2.0000,    833.8706,     43.0000
health_private_surv26,0,      2.0000,   -193.5263,     43.0000
health_private_surv27,0,      2.0000,    335.4003,     43.0000
health_private_surv28,0,      2.0000,    202.5959,     43.0000
health_private_surv29,0,      2.0000,    657.2152,     43.0000
health_private_surv30,0,      2.0000,  -2621.0663,     18.0000
health_private_surv31,0,      2.0000,  -2437.8997,     18.0000
health_private_surv32,0,      2.0000,  -2272.0949,     18.0000
health_private_surv33,0,      2.0000,  -2117.5904,     18.0000
health_private_surv34,0,      2.0000,  -1963.0861,     18.0000
health_private_surv35,0,      2.0000,  -1742.4811,     18.0000
health_private_surv36,0,      2.0000,  -1521.8760,     18.0000
health_private_surv37,0,      2.0000,  -1642.5530,     18.0000
health_private_surv38,0,      2.0000,  -1879.4842,     18.0000
health_private_surv39,0,      2.0000,  -1715.1361,     18.0000
health_private_surv40,0,      2.0000,  -1550.7885,     18.0000
health_private_surv41,0,      2.0000,  -1700.9749,     18.0000
health_private_surv42,0,      2.0000,  -1851.1616,     18.0000
health_private_surv43,0,      2.0000,  -1719.3968,     18.0000
health_private_surv44,0,      2.0000,  -1587.6324,     18.0000
health_private_surv45,0,      2.0000,  -1930.8438,     18.0000
health_private_surv46,0,      2.0000,  -2274.0552,     18.0000
health_private_surv47,0,      2.0000,  -2094.7453,     18.0000
health_private_surv48,0,      2.0000,  -1915.4353,     18.0000
health_private_surv49,0,      2.0000,  -1892.3267,     18.0000
health_private_surv50,0,      2.0000,  -1869.2184,     18.0000
health_private_surv51,0,      2.0000,  -1729.0357,     18.0000
health_private_surv52,0,      2.0000,  -1588.8538,     18.0000
health_private_surv53,0,      2.0000,  -1444.8868,     18.0000
health_private_surv54,0,      2.0000,  -1300.9202,     18.0000
health_private_surv55,0,      2.0000,  -1415.3579,     18.0000
health_private_surv56,0,      2.0000,  -1529.7949,     18.0000
health_private_surv57,0,      2.0000,  -1965.5246,     18.0000
health_private_surv58,0,      2.0000,  -2401.2532,     18.0000
health_private_surv59,0,      2.0000,  -2025.6085,     18.0000
health_private_surv60,0,      2.0000,  -1649.9614,     18.0000
health_private_surv61,0,      2.0000,  -1358.8858,     18.0000
health_private_surv62,0,      2.0000,  -1067.8092,     18.0000
health_private_surv63,0,      2.0000,  -1352.8060,     18.0000
health_private_surv64,0,      2.0000,  -1637.8037,     18.0000
health_private_surv65,0,      2.0000,  -1515.2916,     18.0000
health_private_surv66,0,      2.0000,  -1392.7794,     18.0000
health_private_surv67,0,      2.0000,  -1378.9654,     18.0000
health_private_surv68,0,      2.0000,  -1365.1462,     18.0000
health_private_surv69,0,      2.0000,  -1199.1312,     18.0000
health_private_surv70,0,      2.0000,  -1033.1129,     18.0000
health_private_surv71,0,      2.0000,  -1659.8205,     18.0000
health_private_surv72,0,      2.0000,  -2286.5235,     18.0000
health_private_surv73,0,      2.0000,  -2381.5307,     18.0000
health_private_surv74,0,      2.0000,  -2476.5333,     18.0000
health_private_surv75,0,      2.0000,  -1917.4050,     18.0000
health_private_surv76,0,      2.0000,  -1358.2828,     18.0000
health_private_surv77,0,      2.0000,  -1679.2649,     18.0000
health_private_surv78,0,      2.0000,  -2000.2509,     18.0000
health_private_surv79,0,      2.0000,  -2644.3292,     18.0000
health_private_surv8,0,      2.0000,    134.7741,     18.0000
health_private_surv9,0,      2.0000,     49.7507,     18.0000
health_private_surv10,0,      3.0000,    310.7479,     46.0000
health_private_surv11,0,      3.0000,   1091.1340,     46.0000
health_private_surv12,0,      3.0000,     20.4380,     45.0000
health_private_surv13,0,      3.0000,     34.9292,     45.0000
health_private_surv14,0,      3.0000,     56.2853,     45.0000
health_private_surv15,0,      3.0000,    589.9168,     45.0000
health_private_surv16,0,      3.0000,    156.5133,     45.0000
health_private_surv17,0,      3.0000,   -484.0079,     45.0000
health_private_surv18,0,      3.0000,   -849.2620,     45.0000
health_private_surv19,0,      3.0000,    494.0448,     45.0000
health_private_surv20,0,      3.0000,    -77.2523,     45.0000
health_private_surv21,0,      3.0000,    931.1666,     45.0000
health_private_surv22,0,      3.0000,   -699.1012,     45.0000
health_private_surv23,0,      3.0000,   -271.7286,     45.0000
health_private_surv24,0,      3.0000,    707.8294,     45.0000
health_private_surv25,0,      3.0000,    491.7885,     45.0000
health_private_surv26,0,      3.0000,   1150.4352,     45.0000
health_private_surv27,0,      3.0000,   1603.7974,     45.0000
health_private_surv28,0,      3.0000,    890.2857,     45.0000
health_private_surv29,0,      3.0000,    766.7748,     45.0000
health_private_surv30,0,      3.0000,  -2009.0472,     19.0000
health_private_surv31,0,      3.0000,  -1533.4112,     19.0000
health_private_surv32,0,      3.0000,  -1039.5655,     19.0000
health_private_surv33,0,      3.0000,   -924.6242,     19.0000
health_private_surv34,0,      3.0000,   -809.6828,     19.0000
health_private_surv35,0,      3.0000,  -1046.4634,     19.0000
health_private_surv36,0,      3.0000,  -1283.2442,     19.0000
health_private_surv37,0,      3.0000,   -885.4044,     19.0000
health_private_surv38,0,      3.0000,   -516.6420,     19.0000
health_private_surv39,0,      3.0000,   -595.2495,     19.0000
health_private_surv40,0,      3.0000,   -673.8566,     19.0000
health_private_surv41,0,      3.0000,   -653.4622,     19.0000
health_private_surv42,0,      3.0000,   -633.0677,     19.0000
health_private_surv43,0,      3.0000,   -786.3898,     19.0000
health_private_surv44,0,      3.0000,   -939.7117,     19.0000
health_private_surv45,0,      3.0000,   -515.6717,     19.0000
health_private_surv46,0,      3.0000,    -91.6308,     19.0000
health_private_surv47,0,      3.0000,   -461.6490,     19.0000
health_private_surv48,0,      3.0000,   -831.6675,     19.0000
health_private_surv49,0,      3.0000,   -693.4766,     19.0000
health_private_surv50,0,      3.0000,   -555.2848,     19.0000
health_private_surv51,0,      3.0000,   -464.5417,     19.0000
health_private_surv52,0,      3.0000,   -373.7986,     19.0000
health_private_surv53,0,      3.0000,   -338.9697,     19.0000
health_private_surv54,0,      3.0000,   -304.1408,     19.0000
health_private_surv55,0,      3.0000,    238.0321,     19.0000
health_private_surv56,0,      3.0000,    780.2028,     19.0000
health_private_surv57,0,      3.0000,   -133.2553,     19.0000
health_private_surv58,0,      3.0000,  -1046.7123,     19.0000
health_private_surv59,0,      3.0000,   -735.5659,     19.0000
health_private_surv60,0,      3.0000,   -424.4191,     19.0000
health_private_surv61,0,      3.0000,   -336.3593,     19.0000
health_private_surv62,0,      3.0000,   -248.2997,     19.0000
health_private_surv63,0,      3.0000,   -213.5245,     19.0000
health_private_surv64,0,      3.0000,   -178.7475,     19.0000
health_private_surv65,0,      3.0000,    758.1851,     19.0000
health_private_surv66,0,      3.0000,   1695.1190,     19.0000
health_private_surv67,0,      3.0000,   1508.9001,     19.0000
health_private_surv68,0,      3.0000,   1322.6825,     19.0000
health_private_surv69,0,      3.0000,   1769.4882,     19.0000
health_private_surv70,0,      3.0000,   2216.2978,     19.0000
health_private_surv71,0,      3.0000,   2058.7791,     19.0000
health_private_surv72,0,      3.0000,   1901.2604,     19.0000
health_private_surv73,0,      3.0000,   2331.3090,     19.0000
health_private_surv74,0,      3.0000,   2761.3485,     19.0000
health_private_surv75,0,      3.0000,   3082.6535,     19.0000
health_private_surv76,0,      3.0000,   3403.9548,     19.0000
health_private_surv77,0,      3.0000,   2334.1286,     19.0000
health_private_surv78,0,      3.0000,   1264.2978,     19.0000
health_private_surv79,0,      3.0000,   1906.3657,     19.0000
health_private_surv8,0,      3.0000,    173.7635,     19.0000
health_private_surv9,0,      3.0000,  -2787.1545,     19.0000
